LedgerID,PostingDateKey,AccountKey,StoreKey,CurrencyCode,Amount,Scenario,DocumentNumberHighCardinality
3815,20230307,2100,1,USD,-8636.07,Actual,DOC-2023-0003815
3816,20250729,3000,6,EUR,8638.57,Actual,DOC-2025-0003816
3817,20250829,4300,10,PLN,-7289.2,Actual,DOC-2025-0003817
3818,20240501,4000,4,USD,1106.94,Actual,DOC-2024-0003818
3819,20230518,5000,9,PLN,7624.58,Budget,DOC-2023-0003819
3820,20250324,5400,1,EUR,-6168.28,Actual,DOC-2025-0003820
3821,20250205,3000,8,USD,7516.18,Actual,DOC-2025-0003821
3822,20250416,4100,4,USD,3223.43,Budget,DOC-2025-0003822
3823,20230927,3100,12,PLN,477.63,Actual,DOC-2023-0003823
3824,20240101,1200,12,PLN,5839.92,Actual,DOC-2024-0003824
3825,20250826,4300,11,GBP,-1584.18,Actual,DOC-2025-0003825
3826,20250920,3100,10,PLN,4614.11,Actual,DOC-2025-0003826
3827,20220227,5300,4,USD,-5184.1,Actual,DOC-2022-0003827
3828,20241014,4300,2,EUR,-5728.22,Forecast,DOC-2024-0003828
3829,20251027,4000,4,PLN,8084.56,Forecast,DOC-2025-0003829
3830,20241121,4300,2,USD,-6614.23,Budget,DOC-2024-0003830
3831,20230916,5400,1,GBP,-3037.78,Forecast,DOC-2023-0003831
3832,20241210,4200,12,USD,272.34,Actual,DOC-2024-0003832
3833,20251224,4200,3,USD,844.79,Actual,DOC-2025-0003833
3834,20240124,2000,10,GBP,322.04,Actual,DOC-2024-0003834
3835,20250311,3000,4,EUR,3797.87,Actual,DOC-2025-0003835
3836,20240425,3000,8,PLN,4039.91,Budget,DOC-2024-0003836
3837,20240803,4200,1,USD,279.33,Actual,DOC-2024-0003837
3838,20231203,4300,6,USD,-3131.64,Budget,DOC-2023-0003838
3839,20240722,3000,3,GBP,1788.06,Actual,DOC-2024-0003839
3840,20231224,1300,8,GBP,1688.11,Budget,DOC-2023-0003840
3841,20250102,4000,11,EUR,5185.03,Actual,DOC-2025-0003841
3842,20221027,2200,7,PLN,-6358.54,Actual,DOC-2022-0003842
3843,20240427,1200,9,EUR,5117.57,Forecast,DOC-2024-0003843
3844,20250914,3000,8,EUR,4635.13,Actual,DOC-2025-0003844
3845,20251217,3100,1,EUR,7492.1,Actual,DOC-2025-0003845
3846,20220713,5100,5,USD,-2906.4,Actual,DOC-2022-0003846
3847,20221213,3100,2,USD,8454.13,Actual,DOC-2022-0003847
3848,20220807,4000,2,EUR,3298.39,Actual,DOC-2022-0003848
3849,20240513,4000,4,EUR,4633.19,Actual,DOC-2024-0003849
3850,20220223,3000,11,GBP,5595.07,Actual,DOC-2022-0003850
3851,20250613,1100,11,USD,8041.86,Forecast,DOC-2025-0003851
3852,20250831,5100,4,GBP,-6794.09,Actual,DOC-2025-0003852
3853,20220904,4100,4,EUR,3763.93,Budget,DOC-2022-0003853
3854,20250226,5200,8,USD,-3779.18,Actual,DOC-2025-0003854
3855,20250331,5200,1,EUR,-299.08,Actual,DOC-2025-0003855
3856,20240603,5300,7,USD,-6242.62,Actual,DOC-2024-0003856
3857,20241020,2000,12,USD,5029.84,Actual,DOC-2024-0003857
3858,20230321,2100,9,PLN,-7706.85,Actual,DOC-2023-0003858
3859,20241201,5300,9,EUR,-6390.38,Actual,DOC-2024-0003859
3860,20240215,3100,7,EUR,7142.42,Actual,DOC-2024-0003860
3861,20240419,4000,9,PLN,4435.47,Actual,DOC-2024-0003861
3862,20250311,5300,7,EUR,-6060.49,Actual,DOC-2025-0003862
3863,20231013,4300,9,USD,-2980.33,Actual,DOC-2023-0003863
3864,20250517,4300,3,PLN,-8002.68,Actual,DOC-2025-0003864
3865,20241008,1000,4,GBP,2912.47,Actual,DOC-2024-0003865
3866,20220319,2000,11,USD,7617.67,Budget,DOC-2022-0003866
3867,20241206,5100,2,GBP,-321.22,Actual,DOC-2024-0003867
3868,20240202,1300,1,USD,7208.4,Budget,DOC-2024-0003868
3869,20221227,5000,4,GBP,199.4,Actual,DOC-2022-0003869
3870,20230616,5100,4,USD,-1416.11,Actual,DOC-2023-0003870
3871,20220106,4000,8,GBP,3124.04,Budget,DOC-2022-0003871
3872,20230808,4000,8,EUR,5545.29,Actual,DOC-2023-0003872
3873,20220305,4100,10,EUR,3812.87,Actual,DOC-2022-0003873
3874,20240212,4000,6,GBP,852.8,Actual,DOC-2024-0003874
3875,20250409,5300,7,EUR,-1346.87,Budget,DOC-2025-0003875
3876,20250829,3100,6,GBP,1058.4,Actual,DOC-2025-0003876
3877,20231029,4200,1,PLN,3848.63,Actual,DOC-2023-0003877
3878,20220517,1300,5,EUR,5671.29,Actual,DOC-2022-0003878
3879,20250715,1200,4,EUR,3833.47,Actual,DOC-2025-0003879
3880,20230318,1100,12,GBP,2889.49,Actual,DOC-2023-0003880
3881,20250922,5400,2,EUR,-1903.67,Budget,DOC-2025-0003881
3882,20240407,5300,4,EUR,-858.31,Actual,DOC-2024-0003882
3883,20241014,4200,6,EUR,4428.25,Actual,DOC-2024-0003883
3884,20220304,5300,2,USD,-8358.18,Actual,DOC-2022-0003884
3885,20240210,5100,12,PLN,-2889.82,Forecast,DOC-2024-0003885
3886,20240904,4000,5,PLN,6419.96,Actual,DOC-2024-0003886
3887,20230927,1100,6,USD,7793.1,Actual,DOC-2023-0003887
3888,20241214,3100,6,USD,5974.47,Actual,DOC-2024-0003888
3889,20240420,2100,3,EUR,-3411.65,Budget,DOC-2024-0003889
3890,20240720,5400,12,USD,-5737.72,Actual,DOC-2024-0003890
3891,20250403,1000,3,EUR,7808.33,Forecast,DOC-2025-0003891
3892,20230608,1200,8,EUR,3769.48,Actual,DOC-2023-0003892
3893,20230427,4300,10,GBP,-4042.4,Actual,DOC-2023-0003893
3894,20230105,5000,3,USD,3332.07,Actual,DOC-2023-0003894
3895,20230109,4000,3,PLN,6216.92,Actual,DOC-2023-0003895
3896,20250704,1300,3,PLN,5324.64,Actual,DOC-2025-0003896
3897,20221223,1000,7,EUR,1970.39,Actual,DOC-2022-0003897
3898,20240906,5200,5,PLN,-3597.7,Forecast,DOC-2024-0003898
3899,20241010,3100,12,USD,3248.09,Actual,DOC-2024-0003899
3900,20231031,5000,6,USD,6523.91,Budget,DOC-2023-0003900
3901,20241202,3100,2,PLN,907.66,Actual,DOC-2024-0003901
3902,20230127,4300,12,GBP,-3020.49,Actual,DOC-2023-0003902
3903,20220412,2200,4,USD,-4260.21,Actual,DOC-2022-0003903
3904,20220709,4300,9,USD,-1616.22,Actual,DOC-2022-0003904
3905,20230811,3000,10,PLN,284.26,Budget,DOC-2023-0003905
3906,20231129,3000,8,GBP,8487.38,Actual,DOC-2023-0003906
3907,20240725,2100,1,USD,-7531.93,Actual,DOC-2024-0003907
3908,20220815,5000,3,GBP,6710.46,Actual,DOC-2022-0003908
3909,20220628,5300,6,USD,-5519.87,Actual,DOC-2022-0003909
3910,20231204,4000,1,EUR,7711.45,Actual,DOC-2023-0003910
3911,20231014,3000,11,USD,6041.19,Actual,DOC-2023-0003911
3912,20230804,5200,2,GBP,-3500.32,Actual,DOC-2023-0003912
3913,20220922,2100,5,PLN,-967.53,Budget,DOC-2022-0003913
3914,20240826,1300,6,GBP,2931.21,Budget,DOC-2024-0003914
3915,20221029,3100,8,PLN,1263.44,Actual,DOC-2022-0003915
3916,20240114,4300,12,USD,-5054.25,Budget,DOC-2024-0003916
3917,20240202,1100,6,EUR,3765.53,Actual,DOC-2024-0003917
3918,20230918,3100,11,EUR,6737.37,Actual,DOC-2023-0003918
3919,20241016,5400,5,EUR,-1760.11,Actual,DOC-2024-0003919
3920,20221116,5400,8,PLN,-1568.93,Actual,DOC-2022-0003920
3921,20251016,2100,7,PLN,-6639.91,Actual,DOC-2025-0003921
3922,20240211,3000,2,EUR,1600.84,Actual,DOC-2024-0003922
3923,20220214,1000,2,EUR,3291.67,Actual,DOC-2022-0003923
3924,20240913,1100,8,GBP,2558.54,Actual,DOC-2024-0003924
3925,20230326,5200,9,GBP,-7033.53,Budget,DOC-2023-0003925
3926,20250329,4200,1,GBP,8223.57,Actual,DOC-2025-0003926
3927,20220607,3100,4,USD,6689.02,Actual,DOC-2022-0003927
3928,20241023,3100,11,USD,3526.68,Actual,DOC-2024-0003928
3929,20240621,1100,12,EUR,413.49,Actual,DOC-2024-0003929
3930,20220515,2000,11,GBP,2631.83,Actual,DOC-2022-0003930
3931,20231101,2000,8,PLN,7207.8,Actual,DOC-2023-0003931
3932,20240721,1200,6,USD,7389.31,Actual,DOC-2024-0003932
3933,20221020,2100,8,EUR,-3188.39,Budget,DOC-2022-0003933
3934,20220324,5200,7,GBP,-1250.92,Actual,DOC-2022-0003934
3935,20240316,3000,5,GBP,7667.56,Actual,DOC-2024-0003935
3936,20241127,5200,2,PLN,-5283.99,Forecast,DOC-2024-0003936
3937,20250319,2200,2,USD,-2230.36,Actual,DOC-2025-0003937
3938,20220511,4200,11,GBP,1839.71,Actual,DOC-2022-0003938
3939,20240609,2100,1,USD,-2625.41,Actual,DOC-2024-0003939
3940,20240115,2100,1,PLN,-8697.02,Actual,DOC-2024-0003940
3941,20220504,1000,7,USD,7465.34,Actual,DOC-2022-0003941
3942,20250813,5400,5,USD,-2847.19,Actual,DOC-2025-0003942
3943,20231226,4300,1,USD,-2761.47,Actual,DOC-2023-0003943
3944,20251015,5300,10,USD,-3723.69,Actual,DOC-2025-0003944
3945,20240207,1000,3,PLN,5770.98,Actual,DOC-2024-0003945
3946,20230318,1200,4,PLN,7633.88,Actual,DOC-2023-0003946
3947,20221007,5300,6,GBP,-8986.97,Actual,DOC-2022-0003947
3948,20250114,2200,12,GBP,-4009.09,Actual,DOC-2025-0003948
3949,20220919,3000,12,EUR,5952.42,Actual,DOC-2022-0003949
3950,20240723,2000,12,GBP,6372.83,Actual,DOC-2024-0003950
3951,20251011,3000,3,EUR,158.14,Actual,DOC-2025-0003951
3952,20240522,4300,3,USD,-632.42,Actual,DOC-2024-0003952
3953,20220301,5000,7,PLN,5680.57,Actual,DOC-2022-0003953
3954,20220220,2200,4,EUR,-6075.88,Actual,DOC-2022-0003954
3955,20220909,4300,9,EUR,-4647.23,Actual,DOC-2022-0003955
3956,20241120,3000,3,USD,5001.83,Actual,DOC-2024-0003956
3957,20240312,1200,12,USD,2280.89,Actual,DOC-2024-0003957
3958,20220814,2000,11,PLN,7679.76,Actual,DOC-2022-0003958
3959,20240123,4200,7,PLN,1838.85,Actual,DOC-2024-0003959
3960,20250725,5300,1,USD,-694.99,Actual,DOC-2025-0003960
3961,20240715,4000,4,GBP,331.6,Forecast,DOC-2024-0003961
3962,20220102,5400,3,USD,-7554.93,Forecast,DOC-2022-0003962
3963,20240325,5100,6,GBP,-7377.33,Actual,DOC-2024-0003963
3964,20251008,4000,2,USD,6729.14,Actual,DOC-2025-0003964
3965,20250909,4100,8,PLN,8674.87,Actual,DOC-2025-0003965
3966,20250813,5200,3,USD,-7989.91,Forecast,DOC-2025-0003966
3967,20251220,4300,12,USD,-797.98,Actual,DOC-2025-0003967
3968,20241105,2200,3,EUR,-7734.93,Actual,DOC-2024-0003968
3969,20240521,2000,4,PLN,3116.69,Actual,DOC-2024-0003969
3970,20241010,4300,4,USD,-1156.75,Actual,DOC-2024-0003970
3971,20241010,4300,4,PLN,-8535.6,Actual,DOC-2024-0003971
3972,20240425,5100,2,EUR,-471.76,Actual,DOC-2024-0003972
3973,20220504,1300,4,GBP,1304.5,Actual,DOC-2022-0003973
3974,20220907,4200,9,USD,3790.9,Actual,DOC-2022-0003974
3975,20220509,4100,4,GBP,6839.5,Actual,DOC-2022-0003975
3976,20250115,1200,4,GBP,5174.31,Actual,DOC-2025-0003976
3977,20241207,3100,6,EUR,5071.45,Actual,DOC-2024-0003977
3978,20230927,4300,6,GBP,-4741.2,Actual,DOC-2023-0003978
3979,20240926,1200,4,PLN,7377.28,Actual,DOC-2024-0003979
3980,20240207,4300,5,USD,-8568.2,Actual,DOC-2024-0003980
3981,20251206,5100,3,GBP,-4211.4,Actual,DOC-2025-0003981
3982,20230102,5200,6,PLN,-6391.0,Forecast,DOC-2023-0003982
3983,20230430,5300,5,PLN,-6169.18,Actual,DOC-2023-0003983
3984,20240724,3000,10,EUR,2375.56,Forecast,DOC-2024-0003984
3985,20220205,2200,12,EUR,-6945.22,Actual,DOC-2022-0003985
3986,20240509,5400,9,EUR,-5731.26,Forecast,DOC-2024-0003986
3987,20240831,3100,9,EUR,2128.84,Actual,DOC-2024-0003987
3988,20230611,4300,10,PLN,-2349.96,Actual,DOC-2023-0003988
3989,20230211,3000,7,PLN,8567.06,Actual,DOC-2023-0003989
3990,20220415,5400,11,USD,-7370.01,Forecast,DOC-2022-0003990
3991,20250825,4100,5,GBP,5744.63,Actual,DOC-2025-0003991
3992,20230612,5000,11,PLN,6009.75,Actual,DOC-2023-0003992
3993,20230309,1100,6,USD,6796.21,Actual,DOC-2023-0003993
3994,20250423,4000,9,GBP,7117.64,Actual,DOC-2025-0003994
3995,20230827,2100,12,USD,-2824.83,Actual,DOC-2023-0003995
3996,20231226,1300,11,USD,1237.34,Actual,DOC-2023-0003996
3997,20230909,4100,10,PLN,4293.54,Actual,DOC-2023-0003997
3998,20221220,5000,4,PLN,7272.18,Forecast,DOC-2022-0003998
3999,20240116,4100,1,EUR,8713.38,Actual,DOC-2024-0003999
4000,20240615,1200,11,EUR,804.19,Actual,DOC-2024-0004000
4001,20231215,1300,5,EUR,6317.65,Forecast,DOC-2023-0004001
4002,20220106,1000,9,GBP,8588.58,Budget,DOC-2022-0004002
4003,20220722,3100,6,EUR,8807.49,Budget,DOC-2022-0004003
4004,20220730,1200,4,USD,5225.66,Actual,DOC-2022-0004004
4005,20230131,5000,6,USD,4203.11,Actual,DOC-2023-0004005
4006,20220608,1100,1,GBP,7086.64,Actual,DOC-2022-0004006
4007,20240614,1300,1,USD,3425.77,Actual,DOC-2024-0004007
4008,20251117,3000,12,USD,5457.57,Forecast,DOC-2025-0004008
4009,20250824,5200,10,USD,-5695.01,Actual,DOC-2025-0004009
4010,20240117,4300,4,GBP,-7926.52,Actual,DOC-2024-0004010
4011,20240210,2200,3,GBP,-2999.41,Actual,DOC-2024-0004011
4012,20231221,4200,10,USD,6906.97,Forecast,DOC-2023-0004012
4013,20230709,4000,1,USD,7234.75,Actual,DOC-2023-0004013
4014,20230927,3100,8,EUR,3601.73,Actual,DOC-2023-0004014
4015,20220322,5000,12,GBP,7888.8,Actual,DOC-2022-0004015
4016,20240702,3100,5,GBP,1975.87,Actual,DOC-2024-0004016
4017,20250922,2100,9,EUR,-518.95,Budget,DOC-2025-0004017
4018,20230410,5200,7,EUR,-5870.06,Actual,DOC-2023-0004018
4019,20220212,4300,3,GBP,-1171.2,Budget,DOC-2022-0004019
4020,20230513,5200,5,EUR,-5231.98,Actual,DOC-2023-0004020
4021,20230210,1000,6,USD,3191.71,Budget,DOC-2023-0004021
4022,20240402,4200,2,USD,6896.95,Actual,DOC-2024-0004022
4023,20240715,4100,10,PLN,1602.04,Actual,DOC-2024-0004023
4024,20250113,4100,6,USD,3230.79,Actual,DOC-2025-0004024
4025,20230616,2100,6,PLN,-1310.03,Budget,DOC-2023-0004025
4026,20250308,1000,10,USD,7371.96,Actual,DOC-2025-0004026
4027,20220621,5300,1,EUR,-4198.39,Actual,DOC-2022-0004027
4028,20221220,5400,10,PLN,-928.92,Actual,DOC-2022-0004028
4029,20250802,1300,5,GBP,3678.26,Actual,DOC-2025-0004029
4030,20220821,2100,7,PLN,-710.13,Actual,DOC-2022-0004030
4031,20231031,4300,4,PLN,-8354.83,Actual,DOC-2023-0004031
4032,20250601,3000,7,PLN,4415.57,Actual,DOC-2025-0004032
4033,20221214,5200,1,USD,-534.69,Actual,DOC-2022-0004033
4034,20221023,4200,10,PLN,5163.99,Actual,DOC-2022-0004034
4035,20241016,5100,2,GBP,-8434.87,Actual,DOC-2024-0004035
4036,20220324,1000,8,PLN,6271.7,Actual,DOC-2022-0004036
4037,20230817,4000,10,PLN,4538.52,Actual,DOC-2023-0004037
4038,20240902,5100,5,GBP,-6128.87,Actual,DOC-2024-0004038
4039,20230502,1200,3,USD,836.24,Actual,DOC-2023-0004039
4040,20230304,5000,12,EUR,2702.97,Actual,DOC-2023-0004040
4041,20220129,3000,7,USD,551.83,Actual,DOC-2022-0004041
4042,20250410,1000,4,GBP,5752.74,Actual,DOC-2025-0004042
4043,20220325,2200,11,GBP,-1188.51,Actual,DOC-2022-0004043
4044,20220608,1300,5,EUR,4540.15,Actual,DOC-2022-0004044
4045,20230312,2000,6,EUR,5861.96,Budget,DOC-2023-0004045
4046,20230420,4000,8,GBP,5955.42,Actual,DOC-2023-0004046
4047,20240901,5200,2,PLN,-5446.33,Actual,DOC-2024-0004047
4048,20241011,2100,1,EUR,-8657.84,Actual,DOC-2024-0004048
4049,20220813,1300,7,EUR,7509.53,Actual,DOC-2022-0004049
4050,20240316,4200,3,GBP,5060.12,Actual,DOC-2024-0004050
4051,20250925,5200,12,EUR,-4009.86,Actual,DOC-2025-0004051
4052,20240229,5200,12,USD,-6487.42,Actual,DOC-2024-0004052
4053,20240520,1300,2,USD,6905.59,Actual,DOC-2024-0004053
4054,20220224,1300,2,USD,953.77,Actual,DOC-2022-0004054
4055,20230516,2100,9,PLN,-6203.64,Actual,DOC-2023-0004055
4056,20240117,1100,10,GBP,4726.54,Actual,DOC-2024-0004056
4057,20241120,2100,8,PLN,-5665.58,Actual,DOC-2024-0004057
4058,20250617,5400,7,GBP,-7575.89,Budget,DOC-2025-0004058
4059,20240729,2100,7,PLN,-3357.69,Actual,DOC-2024-0004059
4060,20230331,5200,12,GBP,-3241.73,Actual,DOC-2023-0004060
4061,20220310,1000,10,EUR,4443.31,Actual,DOC-2022-0004061
4062,20250706,2100,4,USD,-2123.36,Actual,DOC-2025-0004062
4063,20240930,1300,1,USD,3552.49,Budget,DOC-2024-0004063
4064,20230423,3100,3,PLN,2521.29,Actual,DOC-2023-0004064
4065,20231029,1000,10,GBP,4067.88,Actual,DOC-2023-0004065
4066,20231021,2100,9,USD,-7002.99,Actual,DOC-2023-0004066
4067,20240115,2000,11,USD,2201.93,Forecast,DOC-2024-0004067
4068,20250710,1000,4,GBP,3335.05,Actual,DOC-2025-0004068
4069,20220816,4100,1,PLN,4034.77,Actual,DOC-2022-0004069
4070,20220804,5300,1,USD,-6558.63,Actual,DOC-2022-0004070
4071,20220702,1100,4,USD,8155.18,Actual,DOC-2022-0004071
4072,20220129,1100,4,EUR,8888.2,Budget,DOC-2022-0004072
4073,20250119,5300,11,GBP,-1449.16,Actual,DOC-2025-0004073
4074,20240718,1200,3,PLN,6827.26,Actual,DOC-2024-0004074
4075,20240627,1200,7,GBP,8152.94,Actual,DOC-2024-0004075
4076,20240307,5400,5,PLN,-6022.6,Forecast,DOC-2024-0004076
4077,20231012,5400,12,EUR,-7084.96,Budget,DOC-2023-0004077
4078,20240906,1000,12,PLN,8588.89,Actual,DOC-2024-0004078
4079,20230604,1100,6,USD,8592.84,Actual,DOC-2023-0004079
4080,20230510,3000,3,EUR,4147.4,Forecast,DOC-2023-0004080
4081,20240825,1100,5,PLN,5461.99,Actual,DOC-2024-0004081
4082,20251020,2200,3,EUR,-707.43,Actual,DOC-2025-0004082
4083,20240920,4100,5,EUR,623.95,Actual,DOC-2024-0004083
4084,20220112,5300,4,EUR,-2943.19,Actual,DOC-2022-0004084
4085,20230504,4100,10,EUR,8607.81,Actual,DOC-2023-0004085
4086,20221003,2000,12,USD,2926.94,Actual,DOC-2022-0004086
4087,20231120,4200,1,GBP,6934.33,Forecast,DOC-2023-0004087
4088,20241225,5200,7,PLN,-4235.16,Actual,DOC-2024-0004088
4089,20230815,2200,5,GBP,-5179.83,Actual,DOC-2023-0004089
4090,20240721,5000,6,USD,2386.78,Budget,DOC-2024-0004090
4091,20240606,2000,5,EUR,1087.54,Forecast,DOC-2024-0004091
4092,20220131,4000,12,GBP,2751.1,Actual,DOC-2022-0004092
4093,20221010,3100,1,GBP,8349.4,Budget,DOC-2022-0004093
4094,20250804,1300,12,EUR,7259.45,Actual,DOC-2025-0004094
4095,20250922,5300,3,EUR,-6478.54,Actual,DOC-2025-0004095
4096,20220521,1000,7,EUR,3420.58,Actual,DOC-2022-0004096
4097,20240519,4000,10,USD,5590.61,Actual,DOC-2024-0004097
4098,20250627,4000,6,USD,3008.03,Forecast,DOC-2025-0004098
4099,20250124,5100,9,GBP,-2890.3,Forecast,DOC-2025-0004099
4100,20241114,4300,11,GBP,-6983.69,Actual,DOC-2024-0004100
4101,20230412,2200,4,PLN,-139.73,Forecast,DOC-2023-0004101
4102,20221203,2000,12,USD,5604.44,Actual,DOC-2022-0004102
4103,20240729,5300,2,EUR,-682.73,Actual,DOC-2024-0004103
4104,20240125,4000,8,EUR,2634.71,Actual,DOC-2024-0004104
4105,20241204,5300,1,PLN,-4376.99,Forecast,DOC-2024-0004105
4106,20250925,2000,1,GBP,8475.54,Actual,DOC-2025-0004106
4107,20240908,1200,8,GBP,8348.61,Actual,DOC-2024-0004107
4108,20220619,5400,12,GBP,-6324.15,Actual,DOC-2022-0004108
4109,20250710,1300,12,GBP,8786.27,Forecast,DOC-2025-0004109
4110,20220706,5200,5,EUR,-2878.88,Actual,DOC-2022-0004110
4111,20231105,4000,5,PLN,6539.05,Actual,DOC-2023-0004111
4112,20220427,1200,6,PLN,677.34,Actual,DOC-2022-0004112
4113,20220126,2100,9,GBP,-1178.64,Actual,DOC-2022-0004113
4114,20221215,2200,8,PLN,-1754.03,Actual,DOC-2022-0004114
4115,20230730,3100,10,USD,2092.85,Actual,DOC-2023-0004115
4116,20240215,3000,9,EUR,7024.53,Forecast,DOC-2024-0004116
4117,20221202,1300,9,EUR,3203.79,Forecast,DOC-2022-0004117
4118,20240404,1300,12,PLN,7313.87,Actual,DOC-2024-0004118
4119,20240720,2000,10,GBP,2953.71,Actual,DOC-2024-0004119
4120,20231127,2100,8,USD,-706.9,Actual,DOC-2023-0004120
4121,20240416,4200,9,GBP,5199.68,Actual,DOC-2024-0004121
4122,20251114,1200,11,GBP,4262.33,Budget,DOC-2025-0004122
4123,20220707,2000,12,USD,3868.3,Budget,DOC-2022-0004123
4124,20221027,2200,10,USD,-3901.4,Actual,DOC-2022-0004124
4125,20220603,2000,1,PLN,6255.65,Actual,DOC-2022-0004125
4126,20240628,1200,2,USD,6523.99,Actual,DOC-2024-0004126
4127,20230928,5300,6,GBP,-2105.89,Actual,DOC-2023-0004127
4128,20231224,4200,6,EUR,8837.42,Budget,DOC-2023-0004128
4129,20221018,4100,9,GBP,5071.19,Actual,DOC-2022-0004129
4130,20230616,1100,11,GBP,4342.74,Actual,DOC-2023-0004130
4131,20230903,1200,9,EUR,748.32,Forecast,DOC-2023-0004131
4132,20250609,5300,5,EUR,-5493.67,Actual,DOC-2025-0004132
4133,20240919,5400,2,GBP,-6404.96,Actual,DOC-2024-0004133
4134,20230525,5200,11,PLN,-7992.93,Actual,DOC-2023-0004134
4135,20240813,1000,1,EUR,1017.48,Actual,DOC-2024-0004135
4136,20250903,2100,1,GBP,-5472.63,Actual,DOC-2025-0004136
4137,20230123,3000,11,USD,5783.56,Forecast,DOC-2023-0004137
4138,20220801,2200,11,EUR,-4207.4,Actual,DOC-2022-0004138
4139,20250125,1200,2,PLN,3707.2,Forecast,DOC-2025-0004139
4140,20230216,4100,7,EUR,3840.28,Actual,DOC-2023-0004140
4141,20220410,4300,6,PLN,-4185.48,Forecast,DOC-2022-0004141
4142,20251209,5200,12,PLN,-4481.53,Actual,DOC-2025-0004142
4143,20250406,5400,1,USD,-965.73,Actual,DOC-2025-0004143
4144,20250718,1200,7,GBP,6065.37,Actual,DOC-2025-0004144
4145,20241010,5200,8,EUR,-5975.17,Actual,DOC-2024-0004145
4146,20241225,4200,8,USD,6975.22,Actual,DOC-2024-0004146
4147,20241111,1000,11,USD,8970.37,Forecast,DOC-2024-0004147
4148,20250629,1200,8,PLN,8455.54,Actual,DOC-2025-0004148
4149,20230207,1100,12,PLN,3855.97,Actual,DOC-2023-0004149
4150,20220717,5300,10,EUR,-4864.29,Actual,DOC-2022-0004150
4151,20240907,5300,1,EUR,-6899.28,Budget,DOC-2024-0004151
4152,20250702,5000,9,PLN,8111.5,Actual,DOC-2025-0004152
4153,20250502,3100,1,PLN,4945.5,Forecast,DOC-2025-0004153
4154,20250731,1200,2,USD,2643.08,Budget,DOC-2025-0004154
4155,20230504,3100,7,USD,7280.05,Actual,DOC-2023-0004155
4156,20230529,4300,12,PLN,-8151.37,Actual,DOC-2023-0004156
4157,20220617,2000,11,USD,4728.39,Budget,DOC-2022-0004157
4158,20250511,4300,5,EUR,-8073.46,Budget,DOC-2025-0004158
4159,20251222,3000,9,PLN,6473.63,Budget,DOC-2025-0004159
4160,20250207,1000,7,EUR,7567.94,Budget,DOC-2025-0004160
4161,20241227,5400,1,USD,-8709.44,Actual,DOC-2024-0004161
4162,20230807,1100,3,USD,4788.33,Forecast,DOC-2023-0004162
4163,20230319,5300,12,GBP,-3912.92,Actual,DOC-2023-0004163
4164,20230218,2000,9,PLN,4007.41,Forecast,DOC-2023-0004164
4165,20240915,1100,3,EUR,7501.72,Actual,DOC-2024-0004165
4166,20240921,5100,12,USD,-7989.52,Actual,DOC-2024-0004166
4167,20220219,2100,10,EUR,-7438.18,Actual,DOC-2022-0004167
4168,20250731,4000,6,GBP,7151.92,Actual,DOC-2025-0004168
4169,20240321,1000,2,USD,1810.02,Actual,DOC-2024-0004169
4170,20221017,5400,11,PLN,-7526.59,Actual,DOC-2022-0004170
4171,20220104,2200,10,EUR,-666.48,Budget,DOC-2022-0004171
4172,20220304,4100,12,USD,6509.33,Actual,DOC-2022-0004172
4173,20220104,2200,8,EUR,-3905.54,Actual,DOC-2022-0004173
4174,20230925,4200,11,USD,8955.67,Actual,DOC-2023-0004174
4175,20240123,4100,3,EUR,8927.85,Actual,DOC-2024-0004175
4176,20220409,1000,8,EUR,5041.63,Budget,DOC-2022-0004176
4177,20250205,4200,7,EUR,5016.39,Budget,DOC-2025-0004177
4178,20220702,3000,7,USD,4503.93,Actual,DOC-2022-0004178
4179,20250321,5300,7,GBP,-3840.45,Forecast,DOC-2025-0004179
4180,20240217,1300,5,PLN,1385.68,Forecast,DOC-2024-0004180
4181,20250916,3100,4,GBP,2045.15,Forecast,DOC-2025-0004181
4182,20240811,5300,9,USD,-366.45,Budget,DOC-2024-0004182
4183,20220916,2200,1,EUR,-8594.85,Forecast,DOC-2022-0004183
4184,20240526,1200,9,GBP,4735.09,Forecast,DOC-2024-0004184
4185,20251117,4300,4,USD,-1291.7,Actual,DOC-2025-0004185
4186,20230602,5400,11,PLN,-5324.48,Actual,DOC-2023-0004186
4187,20230131,5000,8,USD,7806.1,Actual,DOC-2023-0004187
4188,20230719,1200,6,GBP,1112.77,Actual,DOC-2023-0004188
4189,20220505,4300,1,EUR,-4053.0,Actual,DOC-2022-0004189
4190,20220428,4200,2,PLN,1060.15,Actual,DOC-2022-0004190
4191,20220419,4000,10,GBP,1152.22,Actual,DOC-2022-0004191
4192,20250703,2000,5,USD,5858.07,Forecast,DOC-2025-0004192
4193,20230312,5000,7,EUR,4783.03,Budget,DOC-2023-0004193
4194,20220301,4200,3,PLN,7484.6,Budget,DOC-2022-0004194
4195,20241105,4200,4,PLN,4157.25,Actual,DOC-2024-0004195
4196,20251123,2200,4,GBP,-5863.57,Actual,DOC-2025-0004196
4197,20240731,1300,12,PLN,4255.14,Actual,DOC-2024-0004197
4198,20220117,1100,2,USD,5017.37,Actual,DOC-2022-0004198
4199,20230813,5000,12,PLN,4436.04,Actual,DOC-2023-0004199
