BudgetID,MonthStartDateKey,StoreKey,ProductCategoryKey,BudgetSalesAmount,BudgetGrossMarginAmount,BudgetUnits
1243,20230601,4,1,78426.48,17868.79,685
1244,20230601,4,2,22564.57,6133.02,125
1245,20230601,4,3,58210.5,17540.41,1146
1246,20230601,4,4,51708.46,21747.59,473
1247,20230601,4,5,49701.8,18806.49,232
1248,20230601,4,6,19012.48,8598.42,793
1249,20230601,5,1,40932.69,16640.46,1004
1250,20230601,5,2,61078.15,21847.51,1133
1251,20230601,5,3,72080.55,28836.05,879
1252,20230601,5,4,25673.41,11746.61,493
1253,20230601,5,5,79263.35,26317.51,473
1254,20230601,5,6,64852.66,21542.9,517
1255,20230601,6,1,38447.71,18210.01,1140
1256,20230601,6,2,41514.46,12091.64,147
1257,20230601,6,3,11820.3,4961.21,390
1258,20230601,6,4,47029.89,14576.68,1066
1259,20230601,6,5,23839.41,7860.1,801
1260,20230601,6,6,50357.89,19891.36,212
1261,20230601,7,1,48038.59,20253.1,442
1262,20230601,7,2,24603.83,9108.53,863
1263,20230601,7,3,44900.9,18268.6,227
1264,20230601,7,4,60636.44,18981.52,1193
1265,20230601,7,5,27511.17,8039.33,1031
1266,20230601,7,6,60221.53,25725.33,97
1267,20230601,8,1,23289.82,9065.6,681
1268,20230601,8,2,59624.63,24984.24,503
1269,20230601,8,3,46986.93,20525.78,121
1270,20230601,8,4,56226.94,13811.82,323
1271,20230601,8,5,68785.01,26468.3,926
1272,20230601,8,6,60025.05,19098.25,617
1273,20230601,9,1,38522.02,9625.03,348
1274,20230601,9,2,61208.27,14127.23,135
1275,20230601,9,3,57710.58,13811.33,1184
1276,20230601,9,4,14314.56,6754.66,865
1277,20230601,9,5,31932.86,13886.61,944
1278,20230601,9,6,22298.02,5114.19,695
1279,20230601,10,1,37065.45,10986.65,1016
1280,20230601,10,2,70018.63,27614.07,160
1281,20230601,10,3,71528.72,34307.01,960
1282,20230601,10,4,48341.55,16025.32,1134
1283,20230601,10,5,31071.05,14251.81,1175
1284,20230601,10,6,59739.57,27408.93,458
1285,20230601,11,1,46395.03,18681.43,1126
1286,20230601,11,2,51949.68,17456.73,361
1287,20230601,11,3,35232.77,16588.41,323
1288,20230601,11,4,40221.77,17398.74,959
1289,20230601,11,5,44958.49,21485.21,175
1290,20230601,11,6,18838.44,4331.1,164
1291,20230601,12,1,83971.29,30700.37,868
1292,20230601,12,2,21837.53,7662.4,367
1293,20230601,12,3,47180.36,16004.49,977
1294,20230601,12,4,64875.38,18467.58,526
1295,20230601,12,5,18382.75,8813.76,145
1296,20230601,12,6,20626.54,4931.03,542
1297,20230701,1,1,47694.21,11478.81,1059
1298,20230701,1,2,44237.97,16743.18,414
1299,20230701,1,3,53951.35,14265.8,600
1300,20230701,1,4,40867.85,13745.61,457
1301,20230701,1,5,17368.32,6871.87,200
1302,20230701,1,6,54567.84,25291.56,474
1303,20230701,2,1,38095.07,9293.6,544
1304,20230701,2,2,47367.51,18429.48,223
1305,20230701,2,3,40117.24,12234.16,677
1306,20230701,2,4,79461.68,30886.08,698
1307,20230701,2,5,50787.1,15091.58,126
1308,20230701,2,6,28159.05,6827.69,342
1309,20230701,3,1,40854.22,16109.39,187
1310,20230701,3,2,36122.48,8738.43,628
1311,20230701,3,3,50440.17,11192.05,1182
1312,20230701,3,4,40411.86,15400.32,918
1313,20230701,3,5,72747.15,17441.6,1180
1314,20230701,3,6,69911.26,22101.54,810
1315,20230701,4,1,38882.01,8881.21,680
1316,20230701,4,2,61410.53,18791.27,568
1317,20230701,4,3,11154.64,5351.21,406
1318,20230701,4,4,24918.49,9293.6,279
1319,20230701,4,5,67963.76,17064.96,883
1320,20230701,4,6,19757.55,5730.18,827
1321,20230701,5,1,18666.67,8835.91,599
1322,20230701,5,2,54872.87,19937.06,784
1323,20230701,5,3,49684.09,14119.32,783
1324,20230701,5,4,34710.47,16086.53,262
1325,20230701,5,5,35520.63,12863.0,96
1326,20230701,5,6,56005.5,16036.89,556
1327,20230701,6,1,21079.47,9253.73,348
1328,20230701,6,2,56501.96,21227.22,300
1329,20230701,6,3,53531.86,23877.27,966
1330,20230701,6,4,23517.38,5862.75,691
1331,20230701,6,5,19251.72,4641.81,1190
1332,20230701,6,6,16511.59,7088.62,742
1333,20230701,7,1,63307.05,25600.16,1039
1334,20230701,7,2,50338.05,19145.1,154
1335,20230701,7,3,45761.33,16730.26,646
1336,20230701,7,4,37862.08,11352.44,215
1337,20230701,7,5,22116.24,8784.87,964
1338,20230701,7,6,70327.18,27914.45,572
1339,20230701,8,1,41861.51,17675.34,601
1340,20230701,8,2,63339.08,14887.78,1144
1341,20230701,8,3,51290.0,19708.98,1008
1342,20230701,8,4,15647.53,7149.55,967
1343,20230701,8,5,55246.3,17684.01,248
1344,20230701,8,6,63944.18,27978.7,967
1345,20230701,9,1,24479.78,6250.88,343
1346,20230701,9,2,42824.98,12819.95,227
1347,20230701,9,3,15740.74,3757.03,114
1348,20230701,9,4,44839.57,18921.64,1077
1349,20230701,9,5,22712.82,6809.87,479
1350,20230701,9,6,38244.94,14271.82,467
1351,20230701,10,1,39954.77,10617.89,668
1352,20230701,10,2,23608.14,10488.07,750
1353,20230701,10,3,70879.3,32500.03,467
1354,20230701,10,4,72358.45,17406.45,219
1355,20230701,10,5,63682.33,22581.37,211
1356,20230701,10,6,20725.84,9576.89,570
1357,20230701,11,1,53067.21,24721.6,515
1358,20230701,11,2,29356.86,6489.28,582
1359,20230701,11,3,25736.17,6851.83,453
1360,20230701,11,4,24672.67,8398.73,1018
1361,20230701,11,5,12274.72,4246.89,965
1362,20230701,11,6,10285.81,4282.44,878
1363,20230701,12,1,51628.02,16999.56,1147
1364,20230701,12,2,54480.67,25644.17,638
1365,20230701,12,3,32498.9,7323.34,864
1366,20230701,12,4,70449.77,25657.18,844
1367,20230701,12,5,37735.24,15343.33,190
1368,20230701,12,6,48683.39,21998.68,1008
1369,20230801,1,1,8196.11,2797.17,833
1370,20230801,1,2,27813.04,7317.94,737
1371,20230801,1,3,59198.67,13430.0,1022
1372,20230801,1,4,18677.02,7929.3,771
1373,20230801,1,5,59276.97,26568.6,532
1374,20230801,1,6,19131.3,6782.38,578
1375,20230801,2,1,15792.75,3732.75,258
1376,20230801,2,2,16031.82,4513.9,921
1377,20230801,2,3,18034.79,4966.3,239
1378,20230801,2,4,69325.34,27216.61,392
1379,20230801,2,5,52180.96,20225.28,290
1380,20230801,2,6,31654.44,13010.69,310
1381,20230801,3,1,40522.92,16255.58,108
1382,20230801,3,2,50863.67,14169.42,1135
1383,20230801,3,3,10392.2,3169.31,708
1384,20230801,3,4,67247.43,20283.73,1030
1385,20230801,3,5,33206.47,14578.87,905
1386,20230801,3,6,31346.84,8223.52,114
1387,20230801,4,1,46188.83,21483.36,955
1388,20230801,4,2,30634.36,8366.27,495
1389,20230801,4,3,39486.1,18157.58,679
1390,20230801,4,4,10047.56,4002.18,93
1391,20230801,4,5,67148.26,28396.58,499
1392,20230801,4,6,32186.49,14866.1,788
1393,20230801,5,1,23801.0,8941.28,496
1394,20230801,5,2,34896.09,9968.32,91
1395,20230801,5,3,42598.65,17981.55,1102
1396,20230801,5,4,78616.37,32639.1,347
1397,20230801,5,5,18415.48,7005.83,655
1398,20230801,5,6,36851.61,10040.67,988
1399,20230801,6,1,47681.97,21316.18,442
1400,20230801,6,2,44890.35,17115.77,1020
1401,20230801,6,3,67231.09,27878.86,1167
1402,20230801,6,4,37060.28,16975.19,993
1403,20230801,6,5,32329.69,10289.64,1151
1404,20230801,6,6,28103.22,6427.81,767
1405,20230801,7,1,60344.09,19356.76,938
1406,20230801,7,2,23519.78,9090.81,239
1407,20230801,7,3,51341.22,15703.17,783
1408,20230801,7,4,31918.92,8060.46,996
1409,20230801,7,5,52599.1,12466.09,182
1410,20230801,7,6,45065.82,14642.59,491
1411,20230801,8,1,45390.47,15295.48,890
1412,20230801,8,2,33915.84,15934.36,321
1413,20230801,8,3,47047.79,16562.1,777
1414,20230801,8,4,23966.2,7999.23,1090
1415,20230801,8,5,39766.01,16332.69,167
1416,20230801,8,6,51782.35,21606.55,952
1417,20230801,9,1,26887.29,12557.84,1068
1418,20230801,9,2,36510.23,16118.41,860
1419,20230801,9,3,12583.58,4454.23,342
1420,20230801,9,4,29568.18,7321.31,755
1421,20230801,9,5,23099.9,6005.73,1042
1422,20230801,9,6,27251.85,9613.7,211
1423,20230801,10,1,27050.8,8860.69,595
1424,20230801,10,2,72582.82,32662.16,225
1425,20230801,10,3,32889.95,10963.57,430
1426,20230801,10,4,19473.22,8866.94,893
1427,20230801,10,5,64817.0,23155.55,942
1428,20230801,10,6,64414.92,24517.93,778
1429,20230801,11,1,23162.51,5812.4,326
1430,20230801,11,2,22799.72,9938.86,211
1431,20230801,11,3,47477.68,11846.01,1032
1432,20230801,11,4,42588.27,14627.56,385
1433,20230801,11,5,49976.16,13465.85,951
1434,20230801,11,6,58563.48,14023.33,1133
1435,20230801,12,1,62340.91,19253.42,615
1436,20230801,12,2,25878.14,10939.64,1183
1437,20230801,12,3,47997.48,20005.43,1100
1438,20230801,12,4,51767.92,13518.16,288
1439,20230801,12,5,11526.03,3597.97,302
1440,20230801,12,6,23110.42,5836.02,674
1441,20230901,1,1,25785.14,9290.48,794
1442,20230901,1,2,22191.23,5848.14,1142
1443,20230901,1,3,13523.85,4996.29,662
1444,20230901,1,4,22379.24,8720.17,1025
1445,20230901,1,5,20211.22,6343.5,197
1446,20230901,1,6,46181.13,19285.06,636
1447,20230901,2,1,73011.71,17417.85,169
1448,20230901,2,2,69834.52,28166.64,569
1449,20230901,2,3,49517.3,22058.95,1136
1450,20230901,2,4,72895.82,31410.65,958
1451,20230901,2,5,58897.98,13591.48,786
1452,20230901,2,6,72145.76,15916.73,80
1453,20230901,3,1,64735.86,25300.87,873
1454,20230901,3,2,55917.63,16831.05,879
1455,20230901,3,3,51023.08,16936.01,1137
1456,20230901,3,4,48910.85,11174.29,922
1457,20230901,3,5,64590.97,19459.91,753
1458,20230901,3,6,59551.08,20009.46,136
1459,20230901,4,1,23341.01,9939.38,483
1460,20230901,4,2,47848.55,21288.31,162
1461,20230901,4,3,52448.14,21269.88,794
1462,20230901,4,4,23326.8,10164.37,658
1463,20230901,4,5,15226.63,5484.46,412
1464,20230901,4,6,38244.94,11043.6,504
1465,20230901,5,1,60160.43,19494.91,1126
1466,20230901,5,2,53069.99,15662.59,600
1467,20230901,5,3,51613.57,14226.95,890
1468,20230901,5,4,70014.64,27064.72,678
1469,20230901,5,5,49115.76,15399.1,146
1470,20230901,5,6,16781.77,4890.87,836
1471,20230901,6,1,8760.8,3080.07,637
1472,20230901,6,2,51401.34,17858.26,749
1473,20230901,6,3,20745.4,9725.9,501
1474,20230901,6,4,60795.39,21017.68,580
1475,20230901,6,5,52217.95,23559.88,672
1476,20230901,6,6,53000.94,12903.07,729
1477,20230901,7,1,24226.03,10169.49,1154
1478,20230901,7,2,22394.87,4936.26,528
1479,20230901,7,3,63087.35,25987.06,403
1480,20230901,7,4,43511.96,11598.3,96
1481,20230901,7,5,23194.48,5681.55,846
1482,20230901,7,6,33331.59,10885.59,812
1483,20230901,8,1,25301.42,10300.18,212
1484,20230901,8,2,50159.29,19290.54,474
1485,20230901,8,3,23942.24,9682.93,381
1486,20230901,8,4,47111.05,12895.63,90
1487,20230901,8,5,50092.62,18134.39,381
1488,20230901,8,6,40326.05,18108.49,1149
1489,20230901,9,1,13067.42,4972.62,901
1490,20230901,9,2,23981.4,8303.29,417
1491,20230901,9,3,27146.83,10958.81,253
1492,20230901,9,4,44224.1,10785.41,888
1493,20230901,9,5,27908.88,6249.96,966
1494,20230901,9,6,22924.87,9920.51,1195
1495,20230901,10,1,41312.4,15903.41,872
1496,20230901,10,2,68051.77,28948.72,360
1497,20230901,10,3,51608.5,15258.38,360
1498,20230901,10,4,67789.42,16890.25,697
1499,20230901,10,5,42364.39,15186.08,1059
1500,20230901,10,6,19115.0,4692.76,1091
1501,20230901,11,1,19197.15,7795.5,251
1502,20230901,11,2,52325.2,23375.63,749
1503,20230901,11,3,11273.33,4179.49,244
1504,20230901,11,4,55667.39,23581.29,878
1505,20230901,11,5,51921.48,21588.29,384
1506,20230901,11,6,52081.86,22701.01,754
1507,20230901,12,1,21111.39,5273.16,403
1508,20230901,12,2,12607.37,3614.72,287
1509,20230901,12,3,54061.91,20629.36,296
1510,20230901,12,4,14208.65,5675.25,497
1511,20230901,12,5,49067.43,13400.3,578
1512,20230901,12,6,63176.0,29923.66,99
1513,20231001,1,1,33107.3,10074.39,839
1514,20231001,1,2,35300.85,16314.83,426
1515,20231001,1,3,36635.95,11587.21,511
1516,20231001,1,4,20543.03,8613.28,648
1517,20231001,1,5,32484.87,8135.14,277
1518,20231001,1,6,21464.39,6246.82,271
1519,20231001,2,1,40577.01,14614.56,374
1520,20231001,2,2,56778.94,23065.81,451
1521,20231001,2,3,36771.47,17633.48,194
1522,20231001,2,4,62778.71,16284.05,501
1523,20231001,2,5,23927.95,10240.35,889
1524,20231001,2,6,65799.59,21862.23,123
1525,20231001,3,1,9217.13,3318.64,1086
1526,20231001,3,2,36909.96,14049.41,901
1527,20231001,3,3,53637.36,20626.22,714
1528,20231001,3,4,61018.97,25368.41,602
1529,20231001,3,5,20067.23,8914.43,668
1530,20231001,3,6,27052.73,9170.52,689
1531,20231001,4,1,36409.67,15870.44,651
1532,20231001,4,2,64007.68,24469.65,255
1533,20231001,4,3,19048.91,4624.64,475
1534,20231001,4,4,54667.11,25155.77,317
1535,20231001,4,5,43981.37,18832.53,499
1536,20231001,4,6,49082.76,23335.17,962
1537,20231001,5,1,70618.34,19292.72,539
1538,20231001,5,2,25445.77,8569.46,1132
1539,20231001,5,3,14694.36,4060.99,699
1540,20231001,5,4,40985.24,18346.32,1120
1541,20231001,5,5,22115.64,6021.16,195
1542,20231001,5,6,25182.31,7862.15,1083
1543,20231001,6,1,22522.22,7160.16,551
1544,20231001,6,2,28010.13,8446.74,365
1545,20231001,6,3,11789.69,3485.75,354
1546,20231001,6,4,33206.05,11901.38,358
1547,20231001,6,5,62522.95,20997.66,482
1548,20231001,6,6,44020.77,11365.97,718
1549,20231001,7,1,53131.26,23053.25,740
1550,20231001,7,2,23410.1,9855.43,523
1551,20231001,7,3,52312.75,14257.59,880
1552,20231001,7,4,57123.04,14695.13,972
1553,20231001,7,5,23278.7,9713.34,397
1554,20231001,7,6,14369.28,4066.89,398
1555,20231001,8,1,37086.11,10229.22,875
1556,20231001,8,2,12261.73,2879.54,778
1557,20231001,8,3,54422.68,17828.32,270
1558,20231001,8,4,7714.23,3073.73,780
1559,20231001,8,5,11235.48,5136.07,1141
1560,20231001,8,6,50730.82,17808.53,90
1561,20231001,9,1,35374.38,11191.23,1194
1562,20231001,9,2,20501.88,9337.15,1107
1563,20231001,9,3,48783.29,21172.73,670
1564,20231001,9,4,46323.01,16837.57,300
1565,20231001,9,5,30145.59,7595.44,677
1566,20231001,9,6,25227.67,11147.27,421
1567,20231001,10,1,20826.47,9743.86,216
1568,20231001,10,2,14166.66,5719.61,200
1569,20231001,10,3,51104.69,16075.33,546
1570,20231001,10,4,66908.58,24392.72,454
1571,20231001,10,5,55920.61,17026.85,526
1572,20231001,10,6,33554.26,8361.93,346
1573,20231001,11,1,39256.65,13849.8,553
1574,20231001,11,2,43168.47,10368.76,122
1575,20231001,11,3,24007.71,5879.25,1183
1576,20231001,11,4,43971.38,14698.39,1178
1577,20231001,11,5,32292.78,11288.41,332
1578,20231001,11,6,49306.76,14190.0,195
1579,20231001,12,1,24048.2,9590.43,618
1580,20231001,12,2,26218.85,10534.09,129
1581,20231001,12,3,19722.55,4430.38,519
1582,20231001,12,4,58900.03,18773.13,872
1583,20231001,12,5,20107.98,5752.2,550
1584,20231001,12,6,65453.2,23511.4,872
1585,20231101,1,1,32570.04,13348.95,894
1586,20231101,1,2,41718.79,15245.53,117
1587,20231101,1,3,35904.01,11085.94,1083
1588,20231101,1,4,47795.97,10993.0,750
1589,20231101,1,5,54163.23,23616.49,630
1590,20231101,1,6,44335.34,10374.74,1108
1591,20231101,2,1,12630.16,4410.28,224
1592,20231101,2,2,33031.65,12272.75,972
1593,20231101,2,3,45533.71,14897.48,254
1594,20231101,2,4,21966.95,9937.68,804
1595,20231101,2,5,73941.33,35395.65,702
1596,20231101,2,6,60774.67,25822.77,331
1597,20231101,3,1,42169.37,9673.91,684
1598,20231101,3,2,51661.07,23139.11,502
1599,20231101,3,3,63934.28,18339.09,867
1600,20231101,3,4,55663.48,19034.93,215
1601,20231101,3,5,12381.18,5875.02,507
1602,20231101,3,6,52348.09,22958.18,128
1603,20231101,4,1,41128.97,10662.13,706
1604,20231101,4,2,34803.41,8262.04,238
1605,20231101,4,3,11835.54,4817.38,1037
1606,20231101,4,4,57423.24,15963.6,175
1607,20231101,4,5,65725.75,25751.19,776
1608,20231101,4,6,34521.78,10050.12,910
1609,20231101,5,1,62345.5,17631.5,132
1610,20231101,5,2,62670.54,15212.54,840
1611,20231101,5,3,34486.02,8048.07,581
1612,20231101,5,4,32148.49,13242.92,798
1613,20231101,5,5,45935.41,14053.43,1175
1614,20231101,5,6,66872.65,27982.66,634
1615,20231101,6,1,50818.66,11977.01,696
1616,20231101,6,2,16636.76,4243.35,291
1617,20231101,6,3,26134.18,10205.3,1124
1618,20231101,6,4,32605.09,13728.72,560
1619,20231101,6,5,26216.59,12330.32,706
1620,20231101,6,6,62717.38,29754.11,88
1621,20231101,7,1,17263.16,5531.63,421
1622,20231101,7,2,62585.57,18601.31,1110
1623,20231101,7,3,28527.86,7651.59,949
1624,20231101,7,4,39471.84,9033.95,741
1625,20231101,7,5,8975.92,2750.3,834
1626,20231101,7,6,19073.8,8219.8,113
1627,20231101,8,1,40801.41,19011.46,285
1628,20231101,8,2,48865.28,17242.23,134
1629,20231101,8,3,36192.66,10540.34,545
1630,20231101,8,4,45372.8,14985.0,782
1631,20231101,8,5,26261.29,9966.61,161
1632,20231101,8,6,40231.08,13766.53,653
1633,20231101,9,1,10757.76,4799.47,611
1634,20231101,9,2,46131.02,10397.13,598
1635,20231101,9,3,32401.26,8799.33,147
1636,20231101,9,4,54795.08,25560.2,491
1637,20231101,9,5,24121.19,8165.8,553
1638,20231101,9,6,38652.86,9063.41,190
1639,20231101,10,1,45377.83,13625.65,620
1640,20231101,10,2,41917.39,13064.22,1088
1641,20231101,10,3,14235.61,4655.62,483
1642,20231101,10,4,44188.2,15857.82,143
1643,20231101,10,5,15533.17,4859.81,462
1644,20231101,10,6,12882.67,2958.88,462
1645,20231101,11,1,56898.25,20175.81,838
1646,20231101,11,2,16938.15,4892.57,369
1647,20231101,11,3,36155.69,12626.12,962
1648,20231101,11,4,8944.24,3066.0,342
1649,20231101,11,5,8069.08,2703.89,307
1650,20231101,11,6,45104.67,20225.95,314
1651,20231101,12,1,25948.7,10701.05,991
1652,20231101,12,2,42521.87,9511.0,1029
1653,20231101,12,3,29021.92,12358.51,159
1654,20231101,12,4,16547.11,4682.7,193
1655,20231101,12,5,9993.57,2273.54,258
1656,20231101,12,6,41195.75,11542.03,1036
1657,20231201,1,1,34721.25,16003.15,966
1658,20231201,1,2,55282.84,25736.04,349
1659,20231201,1,3,50727.24,20743.19,888
1660,20231201,1,4,19837.07,7537.84,931
1661,20231201,1,5,19834.14,7387.85,135
1662,20231201,1,6,35506.65,9924.52,728
1663,20231201,2,1,68140.6,29231.37,544
1664,20231201,2,2,48449.67,13243.23,747
1665,20231201,2,3,73102.98,24974.62,865
1666,20231201,2,4,22054.39,5211.17,679
1667,20231201,2,5,67248.27,28765.57,1130
1668,20231201,2,6,22512.14,8760.66,102
1669,20231201,3,1,45872.46,18234.07,484
1670,20231201,3,2,66300.67,25755.19,709
1671,20231201,3,3,69007.39,18126.61,566
1672,20231201,3,4,48164.3,21398.45,671
1673,20231201,3,5,70111.86,29862.43,476
1674,20231201,3,6,70553.1,24933.8,1187
1675,20231201,4,1,16020.46,4358.12,427
1676,20231201,4,2,33320.48,12039.13,723
1677,20231201,4,3,47018.08,15557.97,819
1678,20231201,4,4,52858.12,14409.31,1073
1679,20231201,4,5,51591.94,23162.67,882
1680,20231201,4,6,44958.44,15116.87,620
1681,20231201,5,1,41106.17,10925.08,81
1682,20231201,5,2,24800.41,11663.13,816
1683,20231201,5,3,11842.9,3625.8,146
1684,20231201,5,4,38003.75,9831.14,175
1685,20231201,5,5,33495.34,14956.09,869
1686,20231201,5,6,23875.19,5313.33,537
1687,20231201,6,1,22098.62,9226.75,388
1688,20231201,6,2,48278.54,11612.66,798
1689,20231201,6,3,42808.23,10167.44,1088
1690,20231201,6,4,20073.68,7648.75,778
1691,20231201,6,5,21883.09,8277.82,799
1692,20231201,6,6,53777.07,14523.63,1008
1693,20231201,7,1,53170.47,17162.06,1160
1694,20231201,7,2,68212.69,31854.94,1055
1695,20231201,7,3,59031.19,17610.47,992
1696,20231201,7,4,48759.64,23106.75,533
1697,20231201,7,5,55936.69,15338.78,115
1698,20231201,7,6,13259.05,4497.17,442
1699,20231201,8,1,25073.46,10330.76,286
1700,20231201,8,2,26473.55,10565.04,420
1701,20231201,8,3,54513.01,26018.08,394
1702,20231201,8,4,38939.43,10637.79,1013
1703,20231201,8,5,20269.08,4963.38,939
1704,20231201,8,6,53449.85,23609.47,747
1705,20231201,9,1,26961.6,10682.85,259
1706,20231201,9,2,38793.49,17678.23,1077
1707,20231201,9,3,14099.7,3673.72,1089
1708,20231201,9,4,27189.63,7622.78,900
1709,20231201,9,5,34864.7,10443.85,448
1710,20231201,9,6,14854.23,3611.43,119
1711,20231201,10,1,39113.81,16268.56,264
1712,20231201,10,2,69115.04,22153.34,295
1713,20231201,10,3,37870.29,9882.34,654
1714,20231201,10,4,67535.17,18694.22,694
1715,20231201,10,5,29677.03,6751.89,248
1716,20231201,10,6,44220.37,10266.7,723
1717,20231201,11,1,58537.22,27081.15,316
1718,20231201,11,2,35469.01,8438.8,987
1719,20231201,11,3,50031.76,22888.41,132
1720,20231201,11,4,30436.43,12149.95,344
1721,20231201,11,5,26444.73,6587.43,721
1722,20231201,11,6,42144.2,17238.48,568
1723,20231201,12,1,50275.08,14329.04,606
1724,20231201,12,2,42928.84,15732.96,1188
1725,20231201,12,3,46788.99,11591.33,765
1726,20231201,12,4,68632.47,19041.64,1054
1727,20231201,12,5,68547.99,24789.35,731
1728,20231201,12,6,50613.97,14824.8,406
1729,20240101,1,1,35836.22,13311.98,462
1730,20240101,1,2,18511.97,5818.19,398
1731,20240101,1,3,62081.5,17882.26,251
1732,20240101,1,4,46605.96,16279.04,688
1733,20240101,1,5,62134.67,27806.36,626
1734,20240101,1,6,10580.04,3905.03,995
1735,20240101,2,1,60593.72,18278.01,385
1736,20240101,2,2,73411.81,27923.52,1137
1737,20240101,2,3,53569.81,19019.3,1025
1738,20240101,2,4,70964.04,25735.77,127
1739,20240101,2,5,14533.65,5240.43,695
1740,20240101,2,6,60965.87,16792.63,467
1741,20240101,3,1,76037.66,35583.11,239
1742,20240101,3,2,57235.0,25331.07,120
1743,20240101,3,3,32002.74,12626.8,897
1744,20240101,3,4,27442.2,10968.74,800
1745,20240101,3,5,31170.66,14863.3,341
1746,20240101,3,6,57042.9,20882.99,413
1747,20240101,4,1,68734.28,23577.24,1052
1748,20240101,4,2,43851.48,10438.06,281
1749,20240101,4,3,18061.03,6600.72,430
1750,20240101,4,4,61140.18,29286.57,823
1751,20240101,4,5,15854.8,6888.77,717
1752,20240101,4,6,21137.21,8290.67,134
1753,20240101,5,1,27125.24,12930.46,474
1754,20240101,5,2,71605.1,28209.67,1066
1755,20240101,5,3,45355.79,11947.15,188
1756,20240101,5,4,12300.34,2970.51,388
1757,20240101,5,5,23863.61,7107.88,864
1758,20240101,5,6,46905.42,18096.35,162
1759,20240101,6,1,36792.65,8619.41,564
1760,20240101,6,2,46329.78,19673.07,193
1761,20240101,6,3,21203.77,6057.07,698
1762,20240101,6,4,20475.44,5776.21,700
1763,20240101,6,5,72404.55,29032.94,362
1764,20240101,6,6,47509.31,19229.39,888
1765,20240101,7,1,35280.03,12181.85,722
1766,20240101,7,2,17465.27,6868.04,660
1767,20240101,7,3,42981.77,12841.03,658
1768,20240101,7,4,75466.86,19544.98,547
1769,20240101,7,5,66366.96,28736.89,1126
1770,20240101,7,6,28429.6,8821.66,506
1771,20240101,8,1,46365.11,19189.03,573
1772,20240101,8,2,54704.44,26169.43,855
1773,20240101,8,3,46414.4,20977.43,240
1774,20240101,8,4,30663.78,14384.56,428
1775,20240101,8,5,32963.05,9659.27,367
1776,20240101,8,6,47749.46,17383.78,527
1777,20240101,9,1,33974.43,13408.6,512
1778,20240101,9,2,27680.27,7562.64,655
1779,20240101,9,3,27984.45,7076.86,1001
1780,20240101,9,4,40091.79,9966.43,844
1781,20240101,9,5,18338.45,4608.32,1092
1782,20240101,9,6,19302.71,6854.02,393
1783,20240101,10,1,27890.75,7233.91,251
1784,20240101,10,2,72711.19,16155.81,1019
1785,20240101,10,3,78310.54,19224.21,220
1786,20240101,10,4,71058.56,18828.87,472
1787,20240101,10,5,35474.72,13925.88,218
1788,20240101,10,6,57145.06,23393.58,860
1789,20240101,11,1,24061.16,10978.77,1010
1790,20240101,11,2,59476.66,21412.09,997
1791,20240101,11,3,61221.16,27776.67,921
1792,20240101,11,4,51670.49,23415.93,423
1793,20240101,11,5,30080.19,7425.22,1074
1794,20240101,11,6,34186.22,12242.17,1154
1795,20240101,12,1,76693.6,34693.45,545
1796,20240101,12,2,27616.61,9324.38,166
1797,20240101,12,3,72783.68,31159.09,1002
1798,20240101,12,4,65537.75,27188.86,137
1799,20240101,12,5,53415.62,23263.43,504
1800,20240101,12,6,66088.75,26134.17,879
1801,20240201,1,1,68214.67,28104.93,867
1802,20240201,1,2,25146.64,7363.28,1043
1803,20240201,1,3,28853.77,10842.63,539
1804,20240201,1,4,49171.6,16203.31,186
1805,20240201,1,5,44874.25,10418.16,584
1806,20240201,1,6,45329.93,11567.62,265
1807,20240201,2,1,35460.65,8274.91,380
1808,20240201,2,2,84008.6,38923.06,963
1809,20240201,2,3,68892.65,28884.98,929
1810,20240201,2,4,67694.28,17385.29,183
1811,20240201,2,5,50795.89,22171.2,443
1812,20240201,2,6,17978.85,5639.59,937
1813,20240201,3,1,24825.17,8946.34,345
1814,20240201,3,2,69058.92,21149.19,1042
1815,20240201,3,3,22292.04,9306.66,596
1816,20240201,3,4,40303.01,11639.35,978
1817,20240201,3,5,58604.71,26987.81,349
1818,20240201,3,6,80691.55,29738.6,804
1819,20240201,4,1,67074.62,18142.51,991
1820,20240201,4,2,65682.43,21760.59,980
1821,20240201,4,3,50835.01,16589.89,268
1822,20240201,4,4,70308.42,21484.07,796
1823,20240201,4,5,74199.52,34187.63,170
1824,20240201,4,6,45192.97,12550.3,294
1825,20240201,5,1,31409.95,13434.01,871
1826,20240201,5,2,28805.39,8035.51,1059
1827,20240201,5,3,67074.84,24179.15,289
1828,20240201,5,4,15839.45,4807.48,367
1829,20240201,5,5,73545.42,33590.5,629
1830,20240201,5,6,61341.19,26660.03,277
1831,20240201,6,1,34690.86,12759.53,843
1832,20240201,6,2,12690.59,4768.93,379
1833,20240201,6,3,75182.63,24616.79,614
1834,20240201,6,4,19618.31,7846.84,341
1835,20240201,6,5,63761.4,14222.73,1153
1836,20240201,6,6,53475.44,12965.0,806
1837,20240201,7,1,26715.09,9418.17,184
1838,20240201,7,2,54319.59,19639.35,993
1839,20240201,7,3,23468.15,7318.17,1191
1840,20240201,7,4,76337.97,19397.45,833
1841,20240201,7,5,64430.8,24634.19,992
1842,20240201,7,6,48333.89,14231.51,879
1843,20240201,8,1,30744.8,13723.77,1177
