SessionID,DateKey,CustomerKey,MarketingChannel,DeviceType,PageViews,DurationSeconds,ConvertedOrderNumber,CampaignCode
WEB-00015617,20250630,1720,Referral,Mobile,6,104,,WINTER
WEB-00015618,20230116,64,Paid Search,Mobile,9,1235,,SUMMER
WEB-00015619,20240412,957,Paid Search,Tablet,4,571,SO-2025-246111,NONE
WEB-00015620,20230602,804,Affiliate,Tablet,4,1546,,BIKEPRO
WEB-00015621,20241030,20,Organic Search,Tablet,7,846,,WINTER
WEB-00015622,20230713,1842,Affiliate,Desktop,1,1656,,BIKEPRO
WEB-00015623,20240730,284,Referral,Desktop,9,1049,,BIKEPRO
WEB-00015624,20240324,408,Organic Search,Mobile,8,1481,,BIKEPRO
WEB-00015625,20240317,1054,Referral,Desktop,12,554,SO-2025-331738,VIP
WEB-00015626,20220618,340,Direct,Desktop,7,1624,,WELCOME
WEB-00015627,20240102,774,Organic Search,Desktop,3,1532,,WINTER
WEB-00015628,20231213,371,Referral,Mobile,2,670,,WELCOME
WEB-00015629,20241118,533,Organic Search,Desktop,5,1554,,VIP
WEB-00015630,20220517,1626,Referral,Desktop,5,1206,SO-2025-421454,SUMMER
WEB-00015631,20240312,1268,Referral,Tablet,1,487,,SUMMER
WEB-00015632,20250209,1424,Paid Search,Desktop,4,142,,BIKEPRO
WEB-00015633,20240828,132,Social,Desktop,10,1595,,WINTER
WEB-00015634,20240414,1790,Email,Tablet,7,1691,SO-2025-566605,NONE
WEB-00015635,20240516,327,Email,Desktop,9,642,SO-2023-972138,NONE
WEB-00015636,20230524,1019,Organic Search,Tablet,1,562,,WINTER
WEB-00015637,20230429,1322,Affiliate,Tablet,1,1086,,VIP
WEB-00015638,20250823,623,Paid Search,Tablet,6,1223,,NONE
WEB-00015639,20251010,1696,Affiliate,Tablet,1,57,,NONE
WEB-00015640,20230711,255,Direct,Tablet,7,639,,NONE
WEB-00015641,20220219,1606,Organic Search,Mobile,1,1546,,WELCOME
WEB-00015642,20220214,1710,Social,Tablet,1,1564,,VIP
WEB-00015643,20221016,356,Direct,Tablet,5,670,SO-2025-739136,WELCOME
WEB-00015644,20240411,1767,Paid Search,Tablet,4,1216,,VIP
WEB-00015645,20251123,870,Direct,Desktop,1,312,,SUMMER
WEB-00015646,20230619,972,Email,Mobile,10,1622,,WINTER
WEB-00015647,20240921,479,Email,Mobile,6,298,,SUMMER
WEB-00015648,20250505,1881,Affiliate,Desktop,1,165,,NONE
WEB-00015649,20240618,11,Social,Mobile,2,347,SO-2025-726459,WELCOME
WEB-00015650,20251231,1414,Affiliate,Tablet,7,710,,VIP
WEB-00015651,20250123,672,Referral,Desktop,4,645,SO-2023-691123,WINTER
WEB-00015652,20230602,1602,Affiliate,Mobile,6,1157,,BIKEPRO
WEB-00015653,20240503,1790,Referral,Desktop,3,904,,NONE
WEB-00015654,20240521,1005,Email,Desktop,6,1007,SO-2025-970969,SUMMER
WEB-00015655,20250510,964,Email,Mobile,5,1231,SO-2023-463825,SUMMER
WEB-00015656,20230927,1539,Referral,Mobile,7,1464,,NONE
WEB-00015657,20250206,1540,Direct,Mobile,1,209,,VIP
WEB-00015658,20240116,1169,Social,Mobile,3,1153,SO-2023-274517,BIKEPRO
WEB-00015659,20230120,1681,Affiliate,Desktop,5,90,,NONE
WEB-00015660,20220108,1796,Affiliate,Tablet,6,203,,NONE
WEB-00015661,20231020,789,Social,Desktop,3,264,,NONE
WEB-00015662,20250926,1073,Affiliate,Tablet,1,195,,WINTER
WEB-00015663,20230706,79,Referral,Tablet,4,1190,,NONE
WEB-00015664,20231118,86,Organic Search,Mobile,4,1202,,VIP
WEB-00015665,20250918,1174,Social,Mobile,3,201,,VIP
WEB-00015666,20240822,1391,Referral,Mobile,9,195,,BIKEPRO
WEB-00015667,20250712,417,Referral,Tablet,5,1557,SO-2025-623345,BIKEPRO
WEB-00015668,20230207,1868,Affiliate,Tablet,5,281,,NONE
WEB-00015669,20221130,831,Referral,Desktop,4,649,SO-2023-284056,NONE
WEB-00015670,20250326,920,Referral,Mobile,2,1773,,WELCOME
WEB-00015671,20230723,1952,Social,Tablet,5,445,,WINTER
WEB-00015672,20231207,445,Direct,Desktop,5,1050,SO-2025-394011,BIKEPRO
WEB-00015673,20220116,159,Organic Search,Desktop,2,708,,VIP
WEB-00015674,20220729,1788,Direct,Tablet,2,47,,SUMMER
WEB-00015675,20240607,1537,Referral,Mobile,3,1619,,WELCOME
WEB-00015676,20221002,1611,Paid Search,Desktop,1,81,,SUMMER
WEB-00015677,20250412,441,Email,Mobile,6,434,,SUMMER
WEB-00015678,20240725,501,Email,Desktop,2,142,SO-2024-233386,BIKEPRO
WEB-00015679,20240824,1290,Social,Mobile,3,899,,WINTER
WEB-00015680,20250222,849,Paid Search,Mobile,4,1212,,WELCOME
WEB-00015681,20230120,1387,Direct,Mobile,1,616,,BIKEPRO
WEB-00015682,20220405,763,Paid Search,Mobile,1,417,,BIKEPRO
WEB-00015683,20221212,1925,Paid Search,Tablet,3,780,,BIKEPRO
WEB-00015684,20240418,1440,Referral,Mobile,5,139,,WELCOME
WEB-00015685,20240413,516,Paid Search,Tablet,8,418,,BIKEPRO
WEB-00015686,20221101,1461,Paid Search,Tablet,1,833,,BIKEPRO
WEB-00015687,20230728,898,Affiliate,Desktop,4,925,,BIKEPRO
WEB-00015688,20250915,835,Email,Desktop,6,1178,,BIKEPRO
WEB-00015689,20240902,754,Email,Tablet,10,420,,BIKEPRO
WEB-00015690,20220323,991,Referral,Tablet,1,141,,VIP
WEB-00015691,20231222,820,Organic Search,Desktop,4,1203,,SUMMER
WEB-00015692,20221125,705,Email,Desktop,8,671,,SUMMER
WEB-00015693,20240225,661,Affiliate,Mobile,3,585,,SUMMER
WEB-00015694,20240911,301,Referral,Mobile,1,355,,NONE
WEB-00015695,20250227,510,Paid Search,Tablet,7,500,,NONE
WEB-00015696,20240604,1263,Direct,Desktop,8,705,SO-2025-834748,WINTER
WEB-00015697,20241123,911,Paid Search,Mobile,1,566,,NONE
WEB-00015698,20220221,1751,Organic Search,Tablet,8,815,SO-2025-744549,SUMMER
WEB-00015699,20241125,694,Direct,Desktop,3,1641,,VIP
WEB-00015700,20230510,53,Social,Tablet,12,1555,,VIP
WEB-00015701,20221229,1712,Referral,Mobile,5,690,,VIP
WEB-00015702,20240617,630,Email,Desktop,9,91,,NONE
WEB-00015703,20221130,624,Paid Search,Desktop,1,784,,WELCOME
WEB-00015704,20220720,1544,Referral,Desktop,3,1135,,SUMMER
WEB-00015705,20230703,1385,Social,Desktop,7,1579,,BIKEPRO
WEB-00015706,20241122,638,Direct,Mobile,1,1249,,NONE
WEB-00015707,20240210,1099,Social,Tablet,8,78,,VIP
WEB-00015708,20250309,1966,Email,Tablet,8,376,,WELCOME
WEB-00015709,20250131,1733,Paid Search,Mobile,3,700,,NONE
WEB-00015710,20220613,1263,Organic Search,Mobile,3,816,,BIKEPRO
WEB-00015711,20220527,621,Direct,Tablet,7,152,,SUMMER
WEB-00015712,20230330,1181,Affiliate,Desktop,4,1044,SO-2025-759094,VIP
WEB-00015713,20251126,863,Affiliate,Desktop,11,547,SO-2025-293480,VIP
WEB-00015714,20230521,1475,Email,Desktop,3,1036,,WINTER
WEB-00015715,20231006,859,Organic Search,Tablet,3,1522,,VIP
WEB-00015716,20250630,410,Email,Tablet,2,710,SO-2025-982114,VIP
WEB-00015717,20221007,824,Paid Search,Mobile,5,462,,VIP
WEB-00015718,20241210,1224,Paid Search,Mobile,4,1118,,WINTER
WEB-00015719,20250607,1253,Affiliate,Desktop,4,899,SO-2025-741896,WINTER
WEB-00015720,20250321,1236,Affiliate,Desktop,3,1314,,WINTER
WEB-00015721,20230305,1590,Organic Search,Mobile,3,1746,,BIKEPRO
WEB-00015722,20230623,160,Social,Desktop,1,977,,WELCOME
WEB-00015723,20221206,174,Direct,Desktop,5,1689,,SUMMER
WEB-00015724,20240418,886,Referral,Tablet,3,825,,VIP
WEB-00015725,20220212,624,Organic Search,Desktop,4,1534,,VIP
WEB-00015726,20221014,122,Paid Search,Mobile,5,1140,SO-2025-146864,SUMMER
WEB-00015727,20220201,480,Affiliate,Mobile,8,1336,SO-2024-505635,WINTER
WEB-00015728,20220115,890,Social,Tablet,4,658,,NONE
WEB-00015729,20240831,1102,Social,Desktop,7,1049,,BIKEPRO
WEB-00015730,20220128,470,Paid Search,Mobile,8,470,SO-2024-619389,SUMMER
WEB-00015731,20250225,1248,Referral,Tablet,5,146,,WINTER
WEB-00015732,20250915,1225,Referral,Desktop,4,149,SO-2023-482244,VIP
WEB-00015733,20240702,1544,Referral,Desktop,1,1437,,SUMMER
WEB-00015734,20250904,1584,Social,Mobile,4,1617,SO-2024-921008,WELCOME
WEB-00015735,20240503,1606,Social,Mobile,4,228,,NONE
WEB-00015736,20240905,454,Referral,Mobile,5,1542,,WINTER
WEB-00015737,20250121,1131,Paid Search,Tablet,2,1085,,WELCOME
WEB-00015738,20250311,325,Affiliate,Mobile,1,395,,WINTER
WEB-00015739,20250314,1334,Organic Search,Tablet,3,419,SO-2023-992777,NONE
WEB-00015740,20250921,491,Referral,Mobile,5,255,,WINTER
WEB-00015741,20220122,1192,Social,Tablet,5,11,,NONE
WEB-00015742,20220705,565,Organic Search,Tablet,7,1603,,NONE
WEB-00015743,20230823,1509,Social,Desktop,1,774,SO-2025-107323,SUMMER
WEB-00015744,20231224,1023,Email,Desktop,6,422,,WELCOME
WEB-00015745,20250323,445,Organic Search,Desktop,9,371,,WINTER
WEB-00015746,20241022,41,Referral,Desktop,6,1491,,WINTER
WEB-00015747,20220529,777,Email,Mobile,3,1015,,WINTER
WEB-00015748,20241222,922,Affiliate,Desktop,3,21,,VIP
WEB-00015749,20250614,863,Affiliate,Desktop,5,1352,,WELCOME
WEB-00015750,20240306,608,Referral,Desktop,1,989,,NONE
WEB-00015751,20231005,1030,Organic Search,Desktop,1,218,,BIKEPRO
WEB-00015752,20220304,692,Organic Search,Tablet,2,753,SO-2024-270107,NONE
WEB-00015753,20240115,921,Paid Search,Mobile,5,682,,VIP
WEB-00015754,20251031,771,Referral,Desktop,2,912,,NONE
WEB-00015755,20240322,1227,Social,Mobile,5,1545,,SUMMER
WEB-00015756,20240914,892,Referral,Desktop,7,1157,,VIP
WEB-00015757,20250917,29,Paid Search,Tablet,2,103,,VIP
WEB-00015758,20231110,306,Affiliate,Mobile,3,1535,,SUMMER
WEB-00015759,20250714,295,Direct,Tablet,1,1005,SO-2023-781617,SUMMER
WEB-00015760,20230512,1342,Email,Desktop,5,1377,,SUMMER
WEB-00015761,20250711,1263,Email,Mobile,2,629,,WELCOME
WEB-00015762,20230730,77,Affiliate,Desktop,4,611,,WINTER
WEB-00015763,20231101,1481,Direct,Desktop,10,246,,SUMMER
WEB-00015764,20231012,1073,Email,Tablet,10,479,,BIKEPRO
WEB-00015765,20241216,1298,Direct,Tablet,6,1719,,BIKEPRO
WEB-00015766,20240822,890,Organic Search,Tablet,5,1008,,NONE
WEB-00015767,20250728,311,Email,Tablet,3,693,SO-2025-334589,WINTER
WEB-00015768,20251212,1562,Paid Search,Mobile,2,584,SO-2023-162107,WELCOME
WEB-00015769,20220414,989,Email,Tablet,8,1013,SO-2024-690766,WELCOME
WEB-00015770,20250316,1306,Organic Search,Mobile,2,254,,WELCOME
WEB-00015771,20241011,289,Direct,Desktop,8,107,,VIP
WEB-00015772,20250628,1037,Referral,Desktop,2,1720,SO-2025-642724,SUMMER
WEB-00015773,20240212,1761,Email,Mobile,4,341,,BIKEPRO
WEB-00015774,20241211,1162,Referral,Tablet,2,1219,,VIP
WEB-00015775,20250307,1859,Social,Desktop,1,378,,WINTER
WEB-00015776,20220817,178,Email,Mobile,4,1440,SO-2025-619994,BIKEPRO
WEB-00015777,20221019,519,Direct,Mobile,1,1639,,WINTER
WEB-00015778,20251115,202,Paid Search,Tablet,8,398,,VIP
WEB-00015779,20230706,450,Paid Search,Tablet,6,467,,WINTER
WEB-00015780,20230411,1286,Email,Tablet,8,613,SO-2023-993482,VIP
WEB-00015781,20230122,52,Email,Tablet,3,703,,VIP
WEB-00015782,20230730,287,Social,Mobile,2,809,,BIKEPRO
WEB-00015783,20230216,1948,Referral,Mobile,3,801,,SUMMER
WEB-00015784,20241103,1032,Social,Desktop,1,1435,,NONE
WEB-00015785,20240530,1999,Affiliate,Tablet,5,1200,SO-2023-662138,SUMMER
WEB-00015786,20220119,1441,Organic Search,Mobile,4,1419,,NONE
WEB-00015787,20220421,1718,Referral,Desktop,9,1074,,BIKEPRO
WEB-00015788,20251106,1254,Email,Desktop,5,170,SO-2023-620788,WINTER
WEB-00015789,20230415,600,Email,Tablet,5,684,,WELCOME
WEB-00015790,20221201,849,Affiliate,Tablet,6,1495,,SUMMER
WEB-00015791,20250817,100,Email,Desktop,8,69,SO-2022-110791,SUMMER
WEB-00015792,20240125,908,Email,Desktop,2,428,,WELCOME
WEB-00015793,20230202,1515,Social,Desktop,3,181,,NONE
WEB-00015794,20220319,1693,Social,Tablet,3,10,,VIP
WEB-00015795,20241103,1186,Social,Tablet,4,449,,WELCOME
WEB-00015796,20220421,405,Social,Mobile,6,230,,NONE
WEB-00015797,20240212,142,Social,Mobile,1,829,,VIP
WEB-00015798,20251023,1038,Paid Search,Desktop,3,810,SO-2023-446476,NONE
WEB-00015799,20250906,1346,Email,Desktop,4,1704,SO-2025-442131,BIKEPRO
WEB-00015800,20230121,319,Organic Search,Tablet,1,194,,SUMMER
WEB-00015801,20220922,1418,Paid Search,Tablet,3,1417,,SUMMER
WEB-00015802,20250417,1239,Organic Search,Mobile,5,492,,WELCOME
WEB-00015803,20230311,158,Paid Search,Mobile,4,794,,NONE
WEB-00015804,20250202,472,Organic Search,Desktop,1,1554,,NONE
WEB-00015805,20250406,1839,Social,Tablet,4,971,,BIKEPRO
WEB-00015806,20250503,79,Direct,Tablet,1,1095,,SUMMER
WEB-00015807,20240109,1717,Referral,Tablet,1,268,,NONE
WEB-00015808,20220923,1410,Social,Mobile,1,1543,SO-2024-775591,SUMMER
WEB-00015809,20240109,928,Affiliate,Mobile,7,315,,WINTER
WEB-00015810,20231231,1338,Referral,Tablet,5,1458,SO-2023-968328,SUMMER
WEB-00015811,20251130,559,Direct,Mobile,5,586,SO-2025-133166,WELCOME
WEB-00015812,20220316,253,Direct,Mobile,4,315,,BIKEPRO
WEB-00015813,20220130,1791,Referral,Desktop,3,11,,BIKEPRO
WEB-00015814,20231022,467,Social,Tablet,8,627,SO-2025-311110,VIP
WEB-00015815,20250315,782,Organic Search,Mobile,4,572,SO-2025-569297,BIKEPRO
WEB-00015816,20220913,556,Direct,Mobile,2,373,,NONE
WEB-00015817,20241224,1001,Email,Desktop,1,545,,NONE
WEB-00015818,20250522,990,Direct,Desktop,1,404,,WELCOME
WEB-00015819,20240522,555,Affiliate,Desktop,3,897,,BIKEPRO
WEB-00015820,20240506,698,Organic Search,Mobile,7,1748,,SUMMER
WEB-00015821,20240909,474,Social,Desktop,6,548,,WELCOME
WEB-00015822,20230513,1045,Email,Tablet,8,1331,,NONE
WEB-00015823,20250307,790,Email,Desktop,5,792,,SUMMER
WEB-00015824,20240518,1756,Referral,Desktop,7,1033,,BIKEPRO
WEB-00015825,20251010,1696,Organic Search,Tablet,6,743,,NONE
WEB-00015826,20220621,219,Social,Mobile,8,1612,,BIKEPRO
WEB-00015827,20240318,635,Referral,Mobile,8,1198,,BIKEPRO
WEB-00015828,20220709,220,Referral,Desktop,4,1683,,VIP
WEB-00015829,20251231,767,Organic Search,Mobile,7,1613,,WINTER
WEB-00015830,20230618,1514,Affiliate,Tablet,5,41,,WINTER
WEB-00015831,20250911,553,Direct,Desktop,5,1695,SO-2024-137107,SUMMER
WEB-00015832,20240606,1961,Affiliate,Tablet,5,1084,,BIKEPRO
WEB-00015833,20231222,1072,Paid Search,Desktop,7,1319,,BIKEPRO
WEB-00015834,20240716,96,Paid Search,Tablet,10,1273,,WINTER
WEB-00015835,20240912,570,Paid Search,Desktop,1,176,SO-2024-497746,WELCOME
WEB-00015836,20231002,1369,Referral,Mobile,1,1656,,SUMMER
WEB-00015837,20231013,1400,Social,Desktop,3,1185,,VIP
WEB-00015838,20230105,1663,Paid Search,Mobile,4,1460,,WELCOME
WEB-00015839,20220202,1031,Direct,Tablet,5,29,,SUMMER
WEB-00015840,20250311,561,Paid Search,Desktop,8,1526,,BIKEPRO
WEB-00015841,20220603,1129,Affiliate,Mobile,8,521,,WELCOME
WEB-00015842,20250602,206,Organic Search,Desktop,6,1663,,NONE
WEB-00015843,20240301,484,Direct,Desktop,1,1279,,WELCOME
WEB-00015844,20230424,1450,Referral,Desktop,1,35,,WINTER
WEB-00015845,20251001,1540,Affiliate,Desktop,5,689,SO-2025-170055,BIKEPRO
WEB-00015846,20231223,1468,Email,Mobile,1,780,,WINTER
WEB-00015847,20240817,431,Social,Mobile,4,1799,,VIP
WEB-00015848,20230729,400,Email,Tablet,7,130,SO-2025-757668,WELCOME
WEB-00015849,20250609,312,Paid Search,Mobile,9,1567,,NONE
WEB-00015850,20220602,786,Email,Mobile,3,1370,,WINTER
WEB-00015851,20220911,1165,Direct,Tablet,3,216,,VIP
WEB-00015852,20240211,1689,Affiliate,Mobile,8,256,SO-2024-642408,WELCOME
WEB-00015853,20221111,237,Referral,Desktop,7,557,,BIKEPRO
WEB-00015854,20240904,972,Email,Desktop,11,1613,,BIKEPRO
WEB-00015855,20240209,478,Organic Search,Mobile,4,1261,,VIP
WEB-00015856,20250727,1396,Affiliate,Desktop,2,402,,VIP
WEB-00015857,20250909,1085,Referral,Mobile,7,492,,BIKEPRO
WEB-00015858,20221201,1606,Organic Search,Desktop,7,93,,VIP
WEB-00015859,20241003,906,Organic Search,Desktop,8,1105,,NONE
WEB-00015860,20220207,314,Affiliate,Mobile,6,533,,WINTER
WEB-00015861,20240722,1116,Email,Mobile,1,1568,,NONE
WEB-00015862,20250201,803,Referral,Tablet,2,876,,SUMMER
WEB-00015863,20230414,1365,Paid Search,Mobile,5,1365,,WINTER
WEB-00015864,20241128,304,Direct,Tablet,5,1540,,SUMMER
WEB-00015865,20230604,926,Email,Desktop,8,543,,SUMMER
WEB-00015866,20240113,1458,Referral,Mobile,10,1508,,WELCOME
WEB-00015867,20250411,13,Organic Search,Desktop,4,1364,,NONE
WEB-00015868,20230604,751,Referral,Mobile,8,500,,WELCOME
WEB-00015869,20251206,221,Paid Search,Mobile,6,74,SO-2023-119809,SUMMER
WEB-00015870,20250329,155,Email,Tablet,7,328,SO-2023-794369,WELCOME
WEB-00015871,20250601,125,Paid Search,Desktop,5,454,SO-2024-246847,SUMMER
WEB-00015872,20241023,1834,Email,Mobile,7,517,,WINTER
WEB-00015873,20250315,870,Paid Search,Tablet,6,1590,,WINTER
WEB-00015874,20220201,106,Referral,Mobile,6,943,,VIP
WEB-00015875,20241127,1011,Paid Search,Desktop,5,1039,SO-2025-935111,SUMMER
WEB-00015876,20240527,265,Direct,Desktop,4,117,,BIKEPRO
WEB-00015877,20240420,1886,Paid Search,Tablet,5,67,SO-2024-274246,NONE
WEB-00015878,20250821,1560,Email,Mobile,2,261,,SUMMER
WEB-00015879,20230220,432,Organic Search,Mobile,12,1345,,WINTER
WEB-00015880,20241003,551,Social,Mobile,7,1433,,NONE
WEB-00015881,20230328,133,Direct,Mobile,1,432,,BIKEPRO
WEB-00015882,20250227,136,Direct,Mobile,1,1175,,NONE
WEB-00015883,20230316,157,Organic Search,Mobile,4,1780,,WINTER
WEB-00015884,20250615,742,Organic Search,Desktop,3,1688,,WELCOME
WEB-00015885,20240713,239,Organic Search,Mobile,6,1054,SO-2022-562304,WELCOME
WEB-00015886,20251127,123,Social,Tablet,3,659,SO-2025-725804,WINTER
WEB-00015887,20250713,1368,Affiliate,Desktop,12,1178,SO-2024-759359,VIP
WEB-00015888,20221114,374,Paid Search,Mobile,3,995,,WELCOME
WEB-00015889,20231019,1577,Social,Tablet,3,830,SO-2024-324085,BIKEPRO
WEB-00015890,20250901,410,Paid Search,Mobile,7,1019,,VIP
WEB-00015891,20230722,1735,Direct,Mobile,1,1329,,WINTER
WEB-00015892,20240215,823,Direct,Desktop,2,1041,,BIKEPRO
WEB-00015893,20220719,689,Email,Desktop,2,880,SO-2023-790200,WINTER
WEB-00015894,20220704,1846,Email,Mobile,9,323,SO-2024-465015,SUMMER
WEB-00015895,20221212,737,Referral,Desktop,9,849,SO-2023-622385,BIKEPRO
WEB-00015896,20230524,810,Social,Desktop,6,1505,SO-2025-454786,NONE
WEB-00015897,20230309,1952,Referral,Tablet,1,869,SO-2022-571469,VIP
WEB-00015898,20220627,648,Social,Tablet,11,596,,WINTER
WEB-00015899,20220308,743,Organic Search,Tablet,5,47,,SUMMER
WEB-00015900,20220430,1581,Referral,Mobile,6,619,SO-2023-691159,WELCOME
WEB-00015901,20221208,1250,Organic Search,Desktop,10,491,,NONE
WEB-00015902,20240627,95,Paid Search,Mobile,4,1562,,BIKEPRO
WEB-00015903,20221109,1286,Social,Desktop,1,175,,NONE
WEB-00015904,20221229,1063,Direct,Tablet,2,1608,,NONE
WEB-00015905,20240324,640,Organic Search,Desktop,8,187,,NONE
WEB-00015906,20240229,1609,Affiliate,Tablet,2,1106,,WINTER
WEB-00015907,20250513,1369,Referral,Desktop,7,27,SO-2023-994971,NONE
WEB-00015908,20230917,1285,Email,Mobile,8,1345,SO-2025-239230,NONE
WEB-00015909,20240620,758,Organic Search,Mobile,10,266,,SUMMER
WEB-00015910,20220211,1254,Paid Search,Mobile,7,1771,,WELCOME
WEB-00015911,20230804,595,Referral,Desktop,9,309,,NONE
WEB-00015912,20240918,1603,Social,Mobile,6,1345,,VIP
WEB-00015913,20240922,564,Referral,Desktop,3,550,,NONE
WEB-00015914,20221210,562,Direct,Mobile,4,502,,NONE
WEB-00015915,20240708,1495,Affiliate,Tablet,5,604,,BIKEPRO
WEB-00015916,20230115,774,Social,Desktop,3,416,,VIP
WEB-00015917,20240209,1644,Organic Search,Mobile,4,1221,SO-2024-593795,VIP
WEB-00015918,20230309,1766,Paid Search,Tablet,5,654,,BIKEPRO
WEB-00015919,20250825,1654,Paid Search,Desktop,7,866,SO-2023-424725,SUMMER
WEB-00015920,20240305,1930,Affiliate,Tablet,2,1312,,SUMMER
WEB-00015921,20240317,70,Referral,Desktop,5,1128,,WINTER
WEB-00015922,20231017,1508,Direct,Mobile,5,728,,WELCOME
WEB-00015923,20221120,193,Referral,Desktop,1,1373,,WINTER
WEB-00015924,20241004,1485,Social,Tablet,4,1432,,NONE
WEB-00015925,20241019,1888,Organic Search,Tablet,4,507,,NONE
WEB-00015926,20220830,1607,Direct,Tablet,5,1146,SO-2023-507989,WINTER
WEB-00015927,20220810,1398,Social,Mobile,2,406,,WELCOME
WEB-00015928,20250423,209,Organic Search,Tablet,4,359,,WELCOME
WEB-00015929,20240613,492,Social,Desktop,4,643,SO-2025-101786,WELCOME
WEB-00015930,20220817,1254,Affiliate,Desktop,8,642,,WELCOME
WEB-00015931,20250608,1056,Referral,Desktop,3,147,,WELCOME
WEB-00015932,20250215,1896,Direct,Tablet,1,821,SO-2025-322308,WELCOME
WEB-00015933,20241015,552,Social,Tablet,11,737,,WELCOME
WEB-00015934,20240913,791,Affiliate,Desktop,6,182,,WELCOME
WEB-00015935,20220612,1107,Direct,Tablet,6,1142,SO-2025-727309,NONE
WEB-00015936,20240715,7,Email,Tablet,4,596,,VIP
WEB-00015937,20240714,1238,Email,Desktop,2,1230,,WINTER
WEB-00015938,20250814,155,Organic Search,Desktop,9,1036,SO-2025-261563,NONE
WEB-00015939,20240702,1934,Paid Search,Mobile,2,1307,,WINTER
WEB-00015940,20240918,648,Referral,Mobile,4,649,,VIP
WEB-00015941,20240224,775,Social,Mobile,8,1243,,VIP
WEB-00015942,20221113,132,Paid Search,Mobile,9,356,,SUMMER
WEB-00015943,20240916,898,Paid Search,Tablet,3,1079,,VIP
WEB-00015944,20220721,1702,Email,Desktop,7,1217,SO-2025-604781,WELCOME
WEB-00015945,20250727,1155,Email,Desktop,6,654,,SUMMER
WEB-00015946,20250401,993,Organic Search,Tablet,4,639,,WELCOME
WEB-00015947,20231111,1644,Referral,Tablet,4,292,,SUMMER
WEB-00015948,20220207,959,Direct,Desktop,3,1468,,WELCOME
WEB-00015949,20250603,489,Referral,Desktop,1,1293,,VIP
WEB-00015950,20251121,524,Organic Search,Tablet,6,375,SO-2024-681578,WINTER
WEB-00015951,20230227,1639,Social,Desktop,7,404,,SUMMER
WEB-00015952,20220218,758,Paid Search,Tablet,7,1128,,SUMMER
WEB-00015953,20240525,1198,Affiliate,Tablet,4,1721,,VIP
WEB-00015954,20230320,197,Paid Search,Mobile,6,819,SO-2023-827160,WINTER
WEB-00015955,20240308,1348,Social,Desktop,1,884,,WELCOME
WEB-00015956,20220517,261,Email,Mobile,7,38,,NONE
WEB-00015957,20250315,524,Referral,Desktop,2,479,,WELCOME
WEB-00015958,20240618,1783,Direct,Tablet,8,257,,WELCOME
WEB-00015959,20220421,516,Social,Tablet,8,1750,SO-2023-816830,WINTER
WEB-00015960,20241001,1355,Social,Mobile,8,413,,VIP
WEB-00015961,20250225,1996,Direct,Tablet,7,1567,,SUMMER
WEB-00015962,20250616,713,Referral,Tablet,7,1612,,VIP
WEB-00015963,20220918,1849,Organic Search,Mobile,6,1664,,SUMMER
WEB-00015964,20240816,126,Referral,Desktop,5,836,,VIP
WEB-00015965,20220621,1203,Direct,Tablet,6,997,,WELCOME
WEB-00015966,20220827,1917,Affiliate,Mobile,1,1478,,BIKEPRO
WEB-00015967,20250501,1366,Email,Mobile,8,923,,NONE
WEB-00015968,20240701,1779,Referral,Mobile,3,1379,,WELCOME
WEB-00015969,20240616,141,Referral,Mobile,7,778,,VIP
WEB-00015970,20220420,367,Email,Mobile,4,355,SO-2023-440135,WELCOME
WEB-00015971,20240812,667,Referral,Mobile,5,853,,SUMMER
WEB-00015972,20231006,195,Organic Search,Tablet,4,1271,,WINTER
WEB-00015973,20251111,1468,Organic Search,Tablet,8,1073,SO-2023-519933,SUMMER
WEB-00015974,20221020,1099,Social,Desktop,6,283,,WINTER
WEB-00015975,20250502,984,Organic Search,Desktop,5,770,,VIP
WEB-00015976,20240407,1409,Direct,Tablet,5,783,,BIKEPRO
WEB-00015977,20220315,1762,Paid Search,Mobile,1,1020,,SUMMER
WEB-00015978,20251217,503,Referral,Desktop,1,826,,WELCOME
WEB-00015979,20220729,1424,Email,Tablet,6,1094,,VIP
WEB-00015980,20221021,162,Social,Desktop,5,864,,BIKEPRO
WEB-00015981,20241110,466,Email,Mobile,4,1664,SO-2025-136704,VIP
WEB-00015982,20241201,1618,Social,Mobile,1,63,,VIP
WEB-00015983,20250402,1463,Referral,Desktop,1,772,,NONE
WEB-00015984,20230129,421,Email,Tablet,1,1790,,WELCOME
WEB-00015985,20231201,843,Email,Desktop,7,987,,WINTER
WEB-00015986,20220418,467,Email,Tablet,1,45,,BIKEPRO
WEB-00015987,20240529,1815,Social,Mobile,7,1393,,BIKEPRO
WEB-00015988,20241024,872,Affiliate,Desktop,4,547,,WELCOME
WEB-00015989,20240117,1938,Direct,Mobile,2,594,SO-2022-854285,WELCOME
WEB-00015990,20250819,1682,Organic Search,Desktop,4,1613,SO-2024-677677,SUMMER
WEB-00015991,20230426,185,Social,Desktop,8,991,,WELCOME
WEB-00015992,20250217,1988,Direct,Tablet,1,1759,,NONE
WEB-00015993,20220919,16,Email,Desktop,4,159,,WELCOME
WEB-00015994,20221012,280,Direct,Mobile,5,1627,,VIP
WEB-00015995,20250329,89,Direct,Tablet,3,1221,,VIP
WEB-00015996,20240701,1491,Email,Desktop,11,1427,,BIKEPRO
